url,label
http://91.239.25.54:6892,phishing
http://annstringer.com/storagechecker/domain/index.php?.randu0013inboxlight.aspx?n,phishing
https://www.ultimatesportsstore.com/category/2289305521/1/Kansas-City-Royals.htm,legitimate
https://www.guardian.co.uk/media/2010/oct/25/cheryl-cole-piers-morgan-ratings,legitimate
https://www.stpauls-lakeview.org/,legitimate
http://www.santonsofbendigo.com.au/install/Docs/document.php,phishing
http://paypal.konten-00x200-verifizerungs.com/401165/deu/konflict/3333566309791/sicherheit/account/anmelden.php?cmd=WCtVqQldPSzUkNvjJXmx6o7FL&amp;dispatch=Jr0Y4823zOVNTukI7mZvePF1U&amp;flow=mVNUlLBnsXuvKrFD19JCqkzS0&amp;session=afFhJznLGVcsmNZpY4IlO5ABK,phishing
http://naught.org/pictures/newepic2016/hov/111/,phishing
http://indonesianherbal.com/inc,phishing
https://www.forums.internationalhockey.net/archive/index.php/t-8332.html,legitimate
https://www.spokeo.com/Ben+Chapman,legitimate
http://bestali.in/ug/panel/admin.php,phishing
https://www.bluesbrotherhood.com/,legitimate
http://delhifurniture.com/so/ch/index.html,phishing
https://www.associatedcontent.com/topic/58319/pittsburgh_penguins.html,legitimate
http://news.mail--club.com/public/read_message.jsp?tsp=1474464726611&amp;custid=21161&amp;uid=21343733133&amp;sig=NJICGADCHHJGEJOF&amp;mid=2101360731&amp;l=D0Iyr3gbfI9szi9vxI&amp;slt=0,phishing
http://nbawallpaper.org/sess/fe41d9926087a587eb091030a2a13cc7/,phishing
https://www.fosterhall.blogspot.com/,legitimate
https://www.opticiansfinder.co.uk/city-Glasgow/486125-optician-Dollond-&-Aitchison.html,legitimate
https://www.ebay.com/sch/i.html?_nkw=american+cookie,legitimate
https://www.voanews.com/english/news/africa/Zimbabwean-Musicians-Protest-Through-Song-Dance-133248353.html,legitimate
https://www.nrhp.mnhs.org/property_overview.cfm?propertyID=76,legitimate
https://www.en.wikipedia.org/wiki/Joseph_Montferrand,legitimate
http://corewebnetworks.in/GD/,phishing
http://lesteeuropeu.tur.br/psy/sess/427c13d4acfca9fabb05bfd58d17a312/,phishing
http://protescil.net/sq3vaei,phishing
https://www.tomcuriano.com/,legitimate
https://www.vc-labs.com/,legitimate
http://www.yoto.co.za/webnet/recovery.htm,phishing
https://www.knac.com/article.asp?ArticleID=4653,legitimate
https://www.mymovies.it,legitimate
https://www.wn.com/Canadian_national_men's_basketball_team,legitimate
https://www.wellness.com/dir/2172912/dentist/il/elk-grove-village/mcshane-james-b-dds,legitimate
http://www.mundoludic.com/login/usaa_com/inetlogon/servelet_usaa/,phishing
http://attitudepm.com/ib0QF/yScplGZYNXs08hL.php,phishing
http://valuecheminc.com/images/banners/portal_bb_br/a0404.php,phishing
http://babywantsbling.com/store/link/accurate/source/trustpass.html,phishing
