url,label
https://www.isthisyour.name/directory/fullnames/ma~allard.htm,legitimate
https://www.dyestatcal.com/?pg=dyestatcal-2009-Track--Results-March-Week-2-07-Skyline-Inv-Results,legitimate
http://demo.website.pl/54JHbjgcDLG/?HHmrjdaNkRf=HDPUPMBXXN,phishing
http://bankofamerica.ncs-bh.com/BOA/,phishing
http://login.bitdefendor.com/,phishing
https://www.census-info.us/show/EHLE/,legitimate
https://www.amazon.com/Sweeping-Cemetery-David-Lee-Garrison/dp/0977221288,legitimate
https://www.online-tv-channel.com/free-watch/143/KCTV-News.html,legitimate
http://nybikelaw.com/WELLencrypt.php,phishing
http://ammjeguadalajara.org/wp-content/plugins/dd.php?q=g7e8dox8xyp,phishing
http://profprice.su/,phishing
https://www.facebook.com/pages/Michele-Rosewoman/106287352735574,legitimate
https://www.en.wikipedia.org/wiki/MEPs_for_Belgium_1994%E2%80%931999,legitimate
http://restaurant-traditional.ro/67j5hg,phishing
https://www.rauzulusstreet.com/basketball/college/collegechampionship.htm,legitimate
https://www.nhl.com/vintage/vac.html,legitimate
http://nikniuuan.com/open/done/loan/index.php,phishing
https://www.facebook.com/CFox23,legitimate
http://gmnursery.com/modules/seo/seo/,phishing
http://www.247computerrepairservices.com/bd/Gdoccc...,phishing
https://www.healthjobsusa.com/,legitimate
http://drillingcompany.ru/includes/js/Yahoo!/,phishing
http://williamsbreak.com/tn7v5,phishing
https://www.attorney-mediators.org/roster.cfm,legitimate
http://chase.com-0ranyrtgh6s.secure404.net/limited/,phishing
https://www.youtube.com/watch?v=a3hF7lWCJhU,legitimate
https://www.rogerebert.suntimes.com/apps/pbcs.dll/article?AID=/20000303/REVIEWS/3030301/1023,legitimate
http://chromeupdater.site/,phishing
https://www.adultcomicsbox.com/nude-celebs/female/louise-robey-nude.html,legitimate
http://www.outdoordesign.com.au/uploads/res/cp.php,phishing
https://www.twitter.com/videoqualia,legitimate
https://www.mylife.com/c-514252451,legitimate
https://www.en.wikipedia.org/wiki/Warcraft:_The_Last_Guardian,legitimate
http://email.uwsp.edu/owa/UrlBlockedError.aspx,phishing
https://www.myspace.com/handsomefurs,legitimate
http://jphotobackup.org/RichardLipman/INVOICE4/docx/index.php,phishing
http://piperauston.com/images/autolink/autolinkauto/mailboxx/mailbox/index.php,phishing
https://hub.wiley.com/external-link.jspa?url=http://vanthanhdat.com.vn/includes/filetransfer/big/t304,phishing
http://www.arvindudyog.com/fmsk/kate/kate/1bfd41e4deda1638f973bb51a45333e0/,phishing
https://www.soccersceneusa.blogspot.com/2011/11/silverbacks-save-nine-cut-three-as.html,legitimate
http://mockup.asia/x5ief,phishing
https://atualizacao.appempresas.cf/ap/home/webApps_AplicationInfo.php,phishing
http://litopia21.com/morningform/file/update/07/index.htm/index.php,phishing
https://www.cgiinspection.com/,legitimate
https://sites.google.com/view/appunblockpageyou,phishing
https://www.freewebarcade.com/game/epic-war-2/,legitimate
https://www.diyfilmfest.blogspot.com/,legitimate
https://www.fairyranch.com/anaplasmosis-henrietta-rhees-stewart/,legitimate
https://www.mahalo.com/michelle-manhart-photos/,legitimate
http://www.agentcheetah.com/files/service/imports.gouv/impots/,phishing
https://www.geeroots.org/getperson.php?personID=I075&tree=solomon_gee,legitimate
https://www.en.wikipedia.org/wiki/Yusuf_Bey,legitimate
http://blogmepro.com/g7cberv,phishing
http://tapasplus.co.uk/wp-includes/Text/Diff/Engine/ADOBE%20NEW/111.php,phishing
"https://secure.runescape.com-l.cz/m=weblogin/loginform.ws306,306,374,11627397,12",phishing
https://www.youtube.com/watch?v=G16K2Ou6EoA,legitimate
http://imprensabahia.com.br/galeriaimprense/excel.htm,phishing
http://mxp2250.com,phishing
https://www.abovetopsecret.com/forum/thread372343/pg2,legitimate
http://hrizontemavovu.gq/cart?ASzHHw=dECDE1TBVVNCFdWB&amp;Mw7MI=bKRApLVg0WUw5QTwwUQ01WSB9&amp;X0N=64881392&amp;W7M7k7=elMDCl&amp;cba=2524cf&amp;g0KR=fZTAR9XVVA&amp;TjzA=aXBsSShoASBceBx8ACR8&amp;QpBCP=cQBlAfCFJSGF,phishing
http://dks357.aiq.ru/7d5ogq,phishing
http://forwardup.ru/wp-includes/certificates/main.htm,phishing
https://storage.googleapis.com/nflbb/re.htm,phishing
https://www.hockeyindependent.com/blog/landsharkhockey/22100/,legitimate
http://duvidaexcel.blogspot.com.br/,phishing
https://www.bart.gov/news/articles/2006/news20061016.aspx,legitimate
https://www.manta.com/c/mmp05vy/honorable-bernard-s-shapiro,legitimate
https://www.theroot.com/buzz/chauncey-bailey-case-life-arranging-murder-0,legitimate
http://whsc.com.au/media/member.html,phishing
http://otherworldsbookstore.com/yluli4ye,phishing
https://www.imdb.com/company/co0021358/,legitimate
http://museodellaliquirizia.it/index/bino/v4/3z9696k9dxx39u7xivfi26r1a1ywd6o7vn3vkeuo1ih02fob0tjtp0kqs9cv/index.php,phishing
https://www.openparliament.ca/politicians/marc-garneau/?page=1,legitimate
https://www.kansascity.com/sports/chiefs/,legitimate
https://www.huffingtonpost.com/dr-tukufu-zuberi,legitimate
http://www.titusbartos.com/aa/wr/cd/index.php,phishing
http://smpn2karangawen.sch.id/wp-admin/js/Welcomeback/filefolder/file/,phishing
http://www.lamiciacooking.com.au/css/online-banking/9ddad8c4240ddcfaf73dd64e565284b0/login.php?cmd=login_submit&amp;id=6ee077ecd01bec50c602dec9847f44096ee077ecd01bec50c602dec9847f4409&amp;session=6ee077ecd01bec50c602dec9847f44096ee077ecd01bec50c602dec9847f4409,phishing
http://zokah.dk/e777/cp.php?m=login,phishing
http://elogix.ca/w2/boxe/drop/,phishing
http://ns1.afrodome.com/sites/default/files/js/login/cob/cob/index2.php,phishing
http://sbgd.net/plugins/slik/slow/DH,phishing
https://www.celebritynetworth.com/richest-celebrities/actors/jean-claude-van-damme/,legitimate
https://www.en.wikipedia.org/wiki/American_Top_Team,legitimate
