url,label
https://www.kxly.com/news/29009654/detail.html,legitimate
http://bethannesbest.com/wp-admin/user/dpbx,phishing
http://www.hebergement-discounter.com/gestion/getproductrequest.htm...,phishing
http://infipush.com/webmail/,phishing
https://www.bulletstormforum.com/bulletstorm-pc/,legitimate
https://www.verdun.openjobscanada.com/,legitimate
http://transmisionenvivo.cl/a/a95.php,phishing
https://www.ingoodcompanytarts.com/,legitimate
http://fieldorf.pl/multimedia/o-melhor-para-voce/id_digital/sincronia.php,phishing
https://www.collectibletools.org/miller-falls/,legitimate
https://www.freebase.com/view/en/oyle_bir_kadin_ki,legitimate
https://www.moviesplanet.com/names/7681/monique-gabrielle,legitimate
http://biovinci.com.br/4j3ypm,phishing
http://www.auto-rimini.ro/lc8zajpqux,phishing
http://html5-tutorial.fr/cs//,phishing
https://www.hdl.loc.gov/loc.pnp/hhh.pa3755,legitimate
http://yourga.com.au/x3/Hotmail-New/Verification%20Set-up.html,phishing
https://www.lyricsmuse.com/tracks/jill-marie-and-debora-zelczak-i-love-myself-the-way-i-am,legitimate
http://chihuahuainvita.com/AF/wp-content/uploads/alibaba/,phishing
http://shinalumen.com/g38f3fg,phishing
http://eddiebwebster.co.uk/plugins/mcs/websupport-helpcenter/,phishing
http://acintcdn.net/delivery.php,phishing
http://91.239.24.137:6892,phishing
http://184.73.110.110/webalizer/cp.php?m=login,phishing
http://land.14-18.ru/87yfhc,phishing
https://www.business.avn.com/articles/video/VCX-Pledges-Taboo-American-Style-Profits-to-Pachard-Cancer-Fund-53221.html,legitimate
https://www.linternaute.com,legitimate
https://www.youtube.com/watch?v=12qCAyWhDpc,legitimate
https://www.emailphonedirectory.com/03894.html,legitimate
https://www.imtl.org/montreal/image.php?id=1572,legitimate
https://www.dipity.com/timeline/Wally_Dallenbach_Jr/,legitimate
http://hgmedical.ro/sneensn/sneensn/sneensn/products/,phishing
http://cocobooter.com/,phishing
https://sites.google.com/site/help2525025/,phishing
https://www.findagrave.com/php/famous.php?page=country&previousJumpTo=&previousFameFilter=&FScountryid=10&jumpTo=44&fameLevel=somewhat,legitimate
http://micronaushnik.by/MicrosoftP,phishing
https://www.ca.sports.yahoo.com/nhl/teams/nas/stats,legitimate
https://www.theweatherchannelkids.com/weather-games/,legitimate
https://www.msuspartans.com/sports/m-baskbl/archive/043008aaa.html,legitimate
http://anvilspur.com/845yfgh?smqhin=txtyvhr,phishing
https://www.freepages.genealogy.rootsweb.ancestry.com/~merlaan/archambault/fh_toc.htm,legitimate
http://app.pho8.com/lp/sd/en/lp4/files/bootstrap-responsive.css,phishing
http://www.artilitho.com/gallery/GoogleDoc,phishing
https://www.northeast89.com/,legitimate
https://www.bookfinder.com/dir/e3bea044/,legitimate
https://www.itssus.com/fayetteville-eve-plumb-today/,legitimate
http://raw-production.com/source/Document-Shared870/doc/index.php,phishing
https://www.trans.x-tops.com/,legitimate
https://www.aurorahistoryboutique.com/ahb-Museum-Shop.cfm?myStart=3753&mySS=0,legitimate
http://asiacongress.com/backendz/fckeditor/editor/plugins/tablecommands/mshtasoft.zip,phishing
https://online.updatefornslo.com/eservice.cembra.ch/internetbanking/login/,phishing
https://www.dropdeadgorgeousdaily.com/,legitimate
http://websitehangout.com/Gdoccc/,phishing
https://www.myspace.com/14269068,legitimate
http://grad.goodlandbeer.com/,phishing
https://www.123people.com/s/melissa+gasco,legitimate
https://www.toneway.com/songs/shell-be-coming-round-the-mountain,legitimate
https://www.en.wikipedia.org/wiki/Wade_Hemsworth,legitimate
https://www.familynotices24.co.uk/8844039?s_source=arsf_est,legitimate
http://selindia.net/wp-admin/network/mail126.htm,phishing
http://payrollupdatepotal.ontrapages.com,phishing
http://findmyiphone-apple-usa.com/?location=b4f4e,phishing
