url,label
https://wildcard.ferreracademy.com,phishing
https://bafkreigcmks5ndil2yzzhuvif56kwo6pdirt7suvrnzo2m263d453yn74i.ipfs.cf-ipfs.com,phishing
https://mail.googlle.workers.dev/,phishing
https://docs.google.com/presentation/d/e/2PACX-1vRKvDFzVypsNOir4UjKOqAQc3cYhK0mdQiJRDavu0Ar7yMMvVwdhJXOdwZcTBTsVk_GW6drv-a4wLLF/pub?start=true&loop=false&delayms=3000,phishing
https://ipfs.eth.aragon.network/ipfs/bafybeianei2cz3aknpdnvmqai2pwal6ny6ye6wi22dim5li2f4geycj73m,phishing
https://new.express.adobe.com/webpage/wQ65cuOm4psb9,phishing
https://mail-100955.weeblysite.com/,phishing
https://bafybeiclz3ooxm3p4ppqm7gpi64zrmv2gcp7visvbuqvh3rjdrxta3mgma.ipfs.cf-ipfs.com/login.htm,phishing
https://docs.google.com/presentation/d/e/2PACX-1vSqLdWgghghMHToUG3F4r_bmynDLpA7yhg3CLp4mz7rosAX0vviMbpYgDUJZs2UB8ohA1In29ILm33R/pub?start=false&loop=false&delayms=3000,phishing
https://www.flipsnack.com/B787AE88B7A/new-flipbook/full-view.html,phishing
https://mongrilo.firebaseapp.com/,phishing
https://wellyngtonkuhn.github.io/instagram/,phishing
https://storage.googleapis.com/qeszvqdojvhnoeqrvhioervghforzvfsvesqrvqezrg/dcsd+c+z+scde+z+e+c+zsdec++z++rhnfn+try+n+h+n+etq+svd++dfv.html#/1O01010o4605o1zn-5idxnd205c07e0vd43t900001,phishing
https://docs.google.com/presentation/d/e/2PACX-1vQhbY7r2kHMWW53bZJj0YeA1m1YvltW89KutUy6Qo35Dyum5X3OCMrHWrPl25PEXkAAHWxKleM3V0lb/pub?start=false&loop=false&delayms=3000&slide=id.p,phishing
http://facturation.fixe.cb45732.tw1.ru/login/ologin.php,phishing
https://www.euro-88.com/sa/?email=,phishing
https://cloudflare-ipfs.com/ipfs/bafybeiguifaoivccpou34xrz2bxik7qftkguedtrdi74k3kpprscbg5a7i,phishing
http://www.internetshopgreater.com/jp,phishing
https://cf-ipfs.com/ipfs/QmUABLoZbDzjtxcv8nTnmJi7ecpdauJErQiu4RvCVJ4Ja6/Adrw.html,phishing
https://sites.google.com/view/kisranvodix,phishing
https://new.express.adobe.com/webpage/3F92SiVPDa0L6,phishing
https://87i.keyxxmcrdpfu283.workers.dev/,phishing
https://uspc.usspnn.top/,phishing
https://sites.google.com/view/13210255180704202318,phishing
https://ipfs.eth.aragon.network/ipfs/bafybeiec5fjzy55kczpjhvc2dfqjaqtwhblqnykrxnuf65rq2uwabqqhz4,phishing
http://www.bgnjw.com/jp,phishing
https://dhl-xia.top/1,phishing
https://tradicionacional.shop/fondo-transferencia-st/?gad_source=1&amp;gclid=CjwKCAjwte-vBhBFEiwAQSv_xWq8RFFwtvcoHn1ZF8AgsdZCU7YDfIgCZXcOBh5MHawtS9oS1AAOuxoC3AYQAvD_BwE,phishing
https://docs.google.com/presentation/d/e/2PACX-1vQAEBDGuttLATcdhqmiGFYGKwnpu-ASvr1GZbXSM9rFAa7sFbu9Cv97abP7jpOta337BNpoI7oBerrP/pub?start=false&loop=false&delayms=3000&slide=id.p,phishing
https://ipfs.io/ipfs/QmSpfswRLVhNP2asu7ttoCRG9LJJUHUXErbs49mD4hBEvD,phishing
http://niagabetonprecast.com/Webmail/22/Webmail/webmail.php,phishing
https://cancel-3riverscuonline.web.app,phishing
https://almardoof.com/Webmail/39/Webmail/webmail.php,phishing
https://ipfs.eth.aragon.network/ipfs/bafybeibgv2jt22sw2vrk3f42psbhx6bpnbtusombiywuhjn42vi3icf42y/,phishing
https://esautredl.wixsite.com/my-site,phishing
https://pub-07116cf802b841148cc4dac8eb3af312.r2.dev/index.html#ananda.mela@kotchan.fun,phishing
https://anoe.co.jp.iqgnnjo.cn/aeon,phishing
https://pub-a39d637218a14c2fb1c0a2014372421e.r2.dev/CHAMELEONdjhj.html,phishing
https://worker-nameless-glitter-95bf.g-sharman.workers.dev/,phishing
https://messageday.com,phishing
https://bafybeidfd5ijruqbrcelzuaelrfiq2tzxqvbzn7efmuf4pgftvsomeiax4.ipfs.cf-ipfs.com,phishing
https://ipfs.eth.aragon.network/ipfs/bafkreie5fw32yqql7igkdxxejpdqmuduryhtkjyemi5m2fjqbbivp5bxqu,phishing
https://case100962085634120.web.app/,phishing
https://oeozgwp.cn,phishing
https://kucoinlogn-us.godaddysites.com/,phishing
https://tinyurl.com/3jpmk678,phishing
https://desservermabagecloudsergeneratorjsjherjrsjgkkf.pages.dev/,phishing
https://bafybeie6sbi5u6stjcimmdjvjonvoqnuysjxzzsp6tl3s62qvocgehk7rq.ipfs.cf-ipfs.com/,phishing
https://bafkreib6ek4bz5rqjmqvs7eylyuyvqarq6u4i4xy7ggpxs7owvr5g7uyqy.ipfs.nftstorage.link,phishing
https://general231.myportfolio.com/,phishing
https://webmail-7b9857.webflow.io/,phishing
https://is.gd/Kb1Fum,phishing
http://automaticallydomainnameserverdedication2.pages.dev,phishing
https://new.express.adobe.com/webpage/fwKSebHXyNpth,phishing
https://ipfs.io/ipfs/bafybeihd4d6ym7frh3t3pijxfnkc4is3c5nq2asly6kzepj2ktp4o27gwm,phishing
https://cf-ipfs.com/ipfs/QmeNEd4CYnQyY6vHZFqqVJBVh2kDZa5NF23r3HgjXLsnJX,phishing
